recordid,company,occurence,award_year,award_amount
75900,Eentec,1,2009,719055
75906,Ekso Bionics Inc,1,2009,500000
75912,"Electrochem, Inc.",6,2009,99820
75914,"Electrochemical Systems, Inc.",5,2009,99679
75915,Electrocon International Inc.,2,2009,729901
75921,Electrooptic Technologies and Application Systems,1,2009,100000
75931,"Endoshape, Inc.",1,2009,500000
75932,"Endoshape, Inc.",1,2009,100000
76196,GL Communications Inc.,1,2009,99992
76001,"Excellatron Solid State, LLC",1,2009,749914
75933,Endres Machining Innovations,1,2009,100000
75935,Energent Corporation,1,2009,99820
75948,"Energy Focus, Inc.",1,2009,100000
75949,Energy Research Company,1,2009,499998
78361,"PROCESS INSTRUMENTS, INC.",3,2009,100000
75950,Enervana Technologies LLC,1,2009,100000
156558,Deacon Research,4,1996,99000
75951,Engi-Mat Co.,4,2009,99698
75952,Engi-Mat Co.,4,2009,749999
76005,"Exelus, Inc.",1,2009,100000
75963,"Enogetek, Inc.",1,2009,749980
75982,Erigo Technologies LLC,1,2009,99766
75996,"Everspin Technologies, Inc.",1,2009,149429
76004,"Exelus, Inc.",1,2009,100000
76066,"Far-Tech, Inc.",1,2009,100000
76007,"Exelus, Inc.",1,2009,100000
76010,"FAIRFIELD CRYSTAL TECHNOLOGY, LLC",1,2009,100000
90519,"Mainely Sensors, LLC",1,2007,149906
76011,"FAIRFIELD CRYSTAL TECHNOLOGY, LLC",1,2009,100000
76033,FLEXEL LLC,1,2009,99962
76045,"FOREST CONCEPTS, LLC",1,2009,100000
76060,"Far-Tech, Inc.",1,2009,100000
76124,Fm Technologies Inc,2,2009,100000
76061,"Far-Tech, Inc.",1,2009,100000
76062,"Far-Tech, Inc.",1,2009,750000
76063,"Far-Tech, Inc.",1,2009,100000
76064,"Far-Tech, Inc.",1,2009,700000
76126,Fraivillig Technologies Company,1,2009,99500
76065,"Far-Tech, Inc.",1,2009,750000
76362,"HYPER TECH RESEARCH, INC.",1,2009,100000
76118,Florida Turbine Technologies Inc.,1,2009,99934
76078,"Farasis Energy, Inc.",1,2009,100000
76090,Fibron Inc.,1,2009,150000
76091,Fiji Systems LLC,1,2009,100000
76092,"Filter Sensing Technologies, Inc.",1,2009,100000
76520,"INNOVATIVE WIRELESS TECHNOLOGIES, INC.",1,2009,99893
76114,Fleenor Manufacturing Inc.,1,2009,500000
76115,"FloDesign, Inc.",1,2009,99964
90708,Montana Molecular LLC,1,2007,149997
76116,"Flometrics, Inc.",1,2009,99967
76117,"Florado Entek, Inc.",1,2009,149732
76119,Florida Turbine Technologies Inc.,1,2009,99971
76123,Fm Technologies Inc,2,2009,674961
76132,"Freedom Sciences, LLC",1,2009,100000
76133,Freight Pipeline Company,1,2009,150000
76134,Freight Pipeline Company,1,2009,100000
76143,"Functional Coating Technology, LLC",1,2009,100000
76144,"Futek Advanced Sensor Technology, Inc.",1,2009,100000
131320,"Dynamic Systems Integration, Inc.",1,2001,600000
76145,G & A Technical Software Inc,1,2009,99956
76150,"G3 Technology Innovations, LLC",1,2009,99715
76155,"GALOIS, INC.",1,2009,99683
129028,"Tiger Optics, LLC",1,2002,0
76157,"GALOIS, INC.",1,2009,99750
76180,GENESIC SEMICONDUCTOR INC.,1,2009,100000
76203,"GLOBAL RESEARCH & DEVELOPMENT, INC.",1,2009,100000
76205,GLOYER-TAYLOR LABORATORIES INC,1,2009,99685
76217,"GOKNOW, INC",1,2009,99970
76223,GRAMMATECH INC,3,2009,99999
76225,GRAMMATECH INC,3,2009,99999
76227,GRATINGS INC,2,2009,100000
76228,GRATINGS INC,2,2009,150000
76235,"GRT, Inc.",1,2009,99971
76243,GWC TECHNOLOGIES INC,1,2009,100000
76245,Gamma Dynamics LLC,1,2009,149457
76256,"General Sentiment, Inc.",1,2009,100000
76258,"Genziko, Inc.",1,2009,99847
76259,GeoVantage Incorporated,1,2009,100000
76283,"Giner, Inc.",7,2009,99970
76262,Gevo Inc.,1,2009,500000
76265,Gibbard Research and Development Corp.,1,2009,149902
76271,"Giner, Inc.",7,2009,99997
76279,"Giner, Inc.",7,2009,99995
76280,"Giner, Inc.",7,2009,749485
76284,Ginkgo BioWorks,1,2009,99981
76295,"Global Nanosystems, Inc.",1,2009,99617
76301,Go Ai Services,1,2009,96000
76302,GoNano Technologies,1,2009,147549
76303,"Goldfinch Solutions, LLC",1,2009,100000
76418,Hoowaki LLC,1,2009,150000
76308,"Grandis, Inc",1,2009,499904
76310,Green Mountain Radio Research Company,3,2009,100000
76311,Green Mountain Radio Research Company,3,2009,100000
76312,Green Mountain Radio Research Company,3,2009,100000
76314,"Group4 Labs, LLC",1,2009,100000
76316,"Group4 Labs, LLC",1,2009,100000
76325,H2 Pump LLC,1,2009,99817
76343,"HI-Z TECHNOLOGY, INC.",5,2009,150000
76344,"HI-Z TECHNOLOGY, INC.",5,2009,750000
76350,"HMicro, Inc.",1,2009,500000
76364,"HYPER TECH RESEARCH, INC.",1,2009,100000
76365,"HYPER TECH RESEARCH, INC.",1,2009,100000
76366,HYPERV TECHNOLOGIES CORP.,1,2009,750000
76367,HYPERV TECHNOLOGIES CORP.,1,2009,99989
77405,"MEMBRANE TECHNOLOGY AND RESEARCH, INC.",5,2009,99996
76371,"HYPRES, INC.",6,2009,149998
76378,"HYSITRON, INCORPORATED",2,2009,100000
76380,Haimson Research Corporation,1,2009,699220
76382,Hans Tech,1,2009,100000
76666,"Information International Associates, Inc.",1,2009,749943
76384,"Harmonia Holdings Group, LLC",1,2009,749414
76392,Harmonic Devices Inc.,1,2009,100000
76402,"High Performance Technologies, Inc.",1,2009,749931
76405,"Hjc Enterprise, Llc",1,2009,98484
76408,"Honeybee Robotics, Ltd.",1,2009,98898
76422,Hugebrow,1,2009,100000
76425,Hummingbird Precision Machine Co.,1,2009,750000
76426,Hummingbird Precision Machine Co.,1,2009,100000
76427,Hummingbird Precision Machine Co.,1,2009,100000
76437,"Hypercomp, Inc.",2,2009,100000
76443,I.C. Gomes Consulting & Investment Inc.,1,2009,100000
76489,"INCOM, INC.",1,2009,99938
76492,INDUSTRIAL LEARNING SYSTEMS INC,1,2009,148500
76510,"INNOVATEK, INC.",1,2009,100000
76679,Infoscitex Corporation,1,2009,99806
76511,"INNOVATEK, INC.",1,2009,750000
76524,INSERA THERAPEUTICS LLC,1,2009,150000
76525,"INSITUTEC, INC.",1,2009,516000
76539,"INTELLIGENT SYSTEMS TECHNOLOGY, INC.",4,2009,99952
77411,"MESA PHOTONICS, LLC",1,2009,150000
76564,INTUVISION,1,2009,749914
76609,Illuminex Corporation,1,2009,150000
76615,"Imagine Research, Inc",1,2009,100000
76618,Impact Technologies,1,2009,99895
76630,Impact Technologies,1,2009,599895
146874,"Bioindustrial Technologies, In",2,1998,73982
76656,Industrial Optical Measurement Systems,1,2009,500000
76665,InfoSense Inc,1,2009,100000
76667,"Information International Associates, Inc.",1,2009,99610
76668,"Information International Associates, Inc.",1,2009,99667
76741,Inpria Corporation,1,2009,100000
76871,Isocore Corporation,1,2009,99988
77799,"NANOPTICS, INC.",3,2009,150000
76706,Inlustra Technologies LLC,1,2009,150000
76711,Innosense Llc,1,2009,100000
76712,Innosense Llc,1,2009,599999
146563,Aculight Corporation,4,1998,50000
76714,Innosense Llc,1,2009,100000
76715,Innosense Llc,1,2009,99999
76733,"Innovative Surface Technologies, Inc",1,2009,499424
76738,Innovative Technology Inc,3,2009,100000
76742,Inquus Corporation,1,2009,469346
76743,"Inscent, Inc",1,2009,99881
76744,Insite Medical Technologies,1,2009,500000
76748,"Integrated Micro Sensors, Inc.",1,2009,100000
76750,"Integrated Micro Sensors, Inc.",1,2009,99956
76825,"Intelligent Optical Systems, Inc.",3,2009,100000
76751,"Integrated Micro Sensors, Inc.",1,2009,100000
76752,"Integrated Photonics, Inc.",3,2009,150000
76753,"Integrated Photonics, Inc.",3,2009,750000
76754,Integrated Surface Technologies,1,2009,99996
76792,"Intelligent Automation, Inc.",6,2009,100000
76869,"Isca Technologies, Inc.",1,2009,448148
76794,"Intelligent Automation, Inc.",6,2009,100000
76995,"Kapteyn-Murnane Laboratories, Inc.",1,2009,99518
76862,"Ionova Technologies, Inc.",1,2009,100000
76818,Intelligent Building Untility Conservation Systems,1,2009,99990
76821,Intelligent Fiber Optic Systems Corporation,4,2009,99989
76831,"Intelligent Optical Systems, Inc.",3,2009,99997
76863,"Ionwerks, Inc.",6,2009,99949
76864,"Ironbridge Technologies, Inc.",1,2009,100000
76840,"InterPhases Solar, Inc.",2,2009,416021
76843,Interactive Flow Studies Corporation,1,2009,501163
76844,Interlaken Technology Corporation,2,2009,498022
76861,"Ionographics, Incorporated",1,2009,500000
76872,"Isosceles, LLC",1,2009,150000
76903,"Jerry L. Berndt Dba,  Jb Enterprises",1,2009,78000
76904,Jodange Inc,1,2009,150000
77046,Kurt J. Lesker Company,2,2009,500000
76913,K S E INC,3,2009,750000
147662,Exfluor Research Corporation,3,1998,564830
76914,K S E INC,3,2009,750000
76920,KALSCOTT ENGINEERING INC,1,2009,99864
76943,"KJAYA, LLC",1,2009,150000
76973,KWJ Engineering Inc.,1,2009,149416
76981,"KYTARO, INC.",1,2009,99776
76994,"Kai Sensors, Inc.",1,2009,99499
76996,"Kapteyn-Murnane Laboratories, Inc.",1,2009,99903
76998,"Kapteyn-Murnane Laboratories, Inc.",1,2009,99506
77003,Kaviza Incorporated,1,2009,100000
77018,"Kitware, Inc.",3,2009,99857
83788,"LumArray, Inc.",1,2008,99999
77029,"Kitware, Inc.",3,2009,99467
77030,"Kitware, Inc.",3,2009,749546
77118,LUCIGEN CORPORATION,1,2009,100000
77034,"Kona Blue Water Farms, LLC",1,2009,99724
77040,"Kotura, Inc",1,2009,150000
77042,"Ksplice, Inc.",1,2009,100000
77067,"LAUNCHPOINT TECHNOLOGIES, INC.",1,2009,99710
77071,"LC Vision, LLC",1,2009,149998
77072,"LC Vision, LLC",1,2009,499981
77121,LUMERAS LLC,1,2009,500000
77074,LEARNING CHAMELEON,1,2009,489370
77084,LI Creative Technologies Inc.,1,2009,99946
77087,"LI-COR BIOSCIENCES, INC.",1,2009,750000
77115,LUCIGEN CORPORATION,1,2009,100000
77177,"Lenterra, Inc.",1,2009,149999
77122,LUMETRICS INC,1,2009,489179
77125,LUXEL CORP,1,2009,99994
77132,LYNNTECH INC,7,2009,750000
77135,LYNNTECH INC,7,2009,750000
77577,"Materials and Systems Research, Inc.",3,2009,99991
77145,LYNNTECH INC,7,2009,100000
77146,LYNNTECH INC,7,2009,100000
77151,LYNNTECH INC,7,2009,847000
77155,LYNNTECH INC,7,2009,100000
77221,"LumArray, Inc.",1,2009,99964
77222,Luminex Corporation,1,2009,100000
77158,LYNNTECH INC,7,2009,100000
77164,LYNNTECH INC,7,2009,100000
77168,Labrador Research LLC,1,2009,500000
77170,"Lake Shore Cryotronics, Inc.",2,2009,499521
77172,Lambda Research,2,2009,99958
78000,"Nextech Materials, Ltd.",1,2009,508000
77178,"Lenterra, Inc.",1,2009,99981
77187,"LifeSciTech, LLC",1,2009,150000
77206,Los Gatos Research,2,2009,741098
78023,Northern Technologies International Corporation,1,2009,150000
77218,Los Gatos Research,2,2009,99922
77219,"Louisville Bioscience, Inc.",1,2009,99801
77220,"LumArray, Inc.",1,2009,468979
90882,"Nano-Electrochem, Inc.",1,2007,149993
77232,"Luminof, LLC",1,2009,100000
77241,Luna Innovations Incorporated,9,2009,99965
77242,Luna Innovations Incorporated,9,2009,99996
77581,"Materials and Systems Research, Inc.",3,2009,750000
77244,Luna Innovations Incorporated,9,2009,100000
77251,Luna Innovations Incorporated,9,2009,99981
77274,Luna Innovations Incorporated,9,2009,100000
77280,Luna Innovations Incorporated,9,2009,749740
129027,"Tiger Optics, LLC",1,2002,500000
77288,Luna Innovations Incorporated,9,2009,99994
91972,SCIENTIFIC SYSTEMS CO INC,6,2007,599578
77298,"MAGIQ TECHNOLOGIES, INC.",1,2009,99930
77303,"MAGIQ TECHNOLOGIES, INC.",1,2009,99918
77667,"Microlink Devices, Inc.",1,2009,100000
77323,"MAKEL ENGINEERING, INC.",2,2009,99666
77324,"MAKEL ENGINEERING, INC.",2,2009,99583
147061,CONDUCTING MATERIALS CORP.,2,1998,99413
77337,MARKER GENE TECHNOLOGIES INC,1,2009,499889
77372,MAXWELL SENSORS INC.,2,2009,500000
77343,MATERIALS FOCUS INC,1,2009,100000
77346,MATERIALS MODIFICATIONS INC.,6,2009,100000
77348,MATERIALS MODIFICATIONS INC.,6,2009,100000
77359,MAX POWER INC,3,2009,722692
77423,"MESOSCRIBE TECHNOLOGIES, INC.",1,2009,100000
91584,Prairie Scientific Innovations,1,2007,98500
77431,METAFLOWS INC.,1,2009,500000
77433,"METAL MATRIX CAST COMPOSITES, LLC (DBA M",5,2009,99997
77435,METAL OXIDE TECHNOLOGIES INCORPORATED,1,2009,98528
77451,MICHIGAN AEROSPACE CORP,2,2009,749578
77479,MIOX Corporation,1,2009,149990
77487,MO-SCI Corp.,5,2009,99994
77488,MO-SCI Corp.,5,2009,99990
77511,"MOTION CONTROL, INC",1,2009,500000
77523,MSNW LLC,1,2009,100000
77524,"MTECH Laboratories, LLC",1,2009,150000
77527,MVSystems LLC,1,2009,403414
78946,"RIDGETOP GROUP, INC.",1,2009,99970
77544,"Mackinac Technology Company, The",1,2009,149991
77668,"Micromaterials, Inc",1,2009,100000
77547,"Magnolia Optical Technologies, Inc.",1,2009,149999
77549,"Mainely Sensors, LLC",1,2009,98493
77550,"Makai Ocean Engineering, Inc.",1,2009,99789
77554,"MariCal, Inc.",1,2009,124400
77674,Middle Way Photonics,1,2009,150000
77555,"Marietta X-Ray, Inc.",1,2009,99917
77575,"Materials and Systems Research, Inc.",3,2009,99936
77576,"Materials and Systems Research, Inc.",3,2009,750000
77579,"Materials and Systems Research, Inc.",3,2009,99621
145600,"Silicon Designs, Inc.",5,1999,100000
77604,Media and Process Technology Inc.,3,2009,99999
77606,Medipacs Inc,1,2009,500000
77609,MesoCoat,1,2009,99999
77617,Metis Design Corporation,1,2009,100000
77632,"Metrozet, LLC",1,2009,99077
77637,"Micro Magnetics, Inc.",1,2009,500000
77638,"Micro Magnetics, Inc.",1,2009,99873
77640,"MicroContinuum, Inc.",1,2009,99934
77641,"MicroContinuum, Inc.",1,2009,99895
77642,"MicroGREEN Polymers, Inc.",1,2009,149913
77646,"Microbial Fuel Cell Technologies, LLC",1,2009,99780
77647,"Microbial Insights, Inc.",1,2009,100000
77649,"Microcosm, Inc.",3,2009,99917
77661,"Microlink Devices, Inc.",1,2009,100000
148745,Materials Technologies Corporation,7,1998,650000
77681,"Mikro Systems, Inc.",1,2009,100000
77686,"MiserWare, Inc.",1,2009,100000
77688,Mississippi Pacific Resins Incorporated,1,2009,100000
77692,MobiLaps,1,2009,500000
99119,Sisu,1,2006,487141
77698,"Modumetal, Inc.",1,2009,96328
79020,"Radiation Monitoring Devices, Inc.",6,2009,99998
77694,Mobitrum Corporation,1,2009,100000
77697,"Modumetal, Inc.",1,2009,99925
77725,"Multi-phase Services, Inc.",1,2009,99865
77709,"Molecular Neuroimaging, L.l.c.",1,2009,750000
77716,"Mound Laser & Photonics Center, Inc.",2,2009,149935
79318,"SOLARNO, INC",1,2009,150000
77722,Multi Phase Technologies LLC,1,2009,99841
77723,Multi Phase Technologies LLC,1,2009,99579
77726,MultiFlow Communications,1,2009,99500
77729,Muons Inc,1,2009,100000
77730,Muons Inc,1,2009,100000
77731,Muons Inc,1,2009,100000
77732,Muons Inc,1,2009,750000
77733,Muons Inc,1,2009,100000
77734,Muons Inc,1,2009,100000
77735,Muons Inc,1,2009,100000
145663,Starmet Corporation,5,1999,98512
77736,Muons Inc,1,2009,100000
77737,Muons Inc,1,2009,700000
77747,MysticMD Inc.,1,2009,98622
77748,"Mytek, LLC",1,2009,100000
77749,"Mytek, LLC",1,2009,500000
78033,Novawave Technologies,1,2009,100000
77752,"N.P. PHOTONICS, INC.",3,2009,100000
77755,"N.P. PHOTONICS, INC.",3,2009,100000
77758,"NANO-C, INC",1,2009,145918
77759,"NANO-C, INC",1,2009,149965
77761,"NANOASIS, INC.",1,2009,149356
77763,"NANOCOMPOSIX, INC.",1,2009,468511
77768,NANOGRIPTECH,1,2009,150000
77772,NANOHMICS INC,1,2009,749844
117358,"FIDELITY COMTECH, INC.",1,2003,99967
77774,NANOHMICS INC,1,2009,99995
77789,"NANOINTEGRIS, INC.",1,2009,100000
77791,NANOMATERIAL INNOVATION LTD,1,2009,100000
77794,NANOMATERIALS AND NANOFABRICATION LABORATORIES,1,2009,99981
77822,"NBE TECHNOLOGIES, LLC",1,2009,99000
77843,NEMOMETRICS CORP.,1,2009,100000
77823,"NBE TECHNOLOGIES, LLC",1,2009,499982
77827,NDM Labs,1,2009,100000
77830,NEI CORPORATION,2,2009,99894
77831,NEI CORPORATION,2,2009,749931
77833,NEI CORPORATION,2,2009,99772
77835,NEI CORPORATION,2,2009,749963
160039,"Avcon, Inc.",3,1995,98005
77836,NEI CORPORATION,2,2009,99964
77947,"Nanosolar, Inc.",2,2009,150000
77837,NEI CORPORATION,2,2009,749955
77838,NEI CORPORATION,2,2009,749960
77839,NEI CORPORATION,2,2009,749904
77841,NEI CORPORATION,2,2009,749937
77845,"NEOCERA, LLC",6,2009,456379
77869,NGJ LLC,1,2009,99990
79332,SOUTHEAST TECH INVENTURES,1,2009,99997
77878,"NITEK, INC.",1,2009,493733
77875,"NIMBIC SYSTEMS, INC.",1,2009,99879
99857,"Uncopiers, Inc.",1,2006,100000
77876,"NITEK, INC.",1,2009,499305
77881,NOKOMIS INC,1,2009,100000
77887,"NOVA PHOTONICS, INC.",1,2009,749993
77888,"NOVA PHOTONICS, INC.",1,2009,749993
79402,SUN INNOVATIONS INC.,1,2009,491501
77890,NOVA SCIENTIFIC INCORPORATED,3,2009,507928
77898,NSC TECHNOLOGY,1,2009,149993
77933,"NanoScale Materials, Inc.",4,2009,150000
146594,"Advanced Scientific Concepts, LLC",7,1998,749996
77938,"NanoVector, Inc.",1,2009,125174
77942,Nanocopoeia Inc.,1,2009,477090
77949,Nanosonic Inc.,2,2009,100000
77955,Nanosonic Inc.,2,2009,100000
77956,Nanosonic Inc.,2,2009,100000
77957,Nanosonic Inc.,2,2009,500000
78034,Novawave Technologies,1,2009,100000
77973,"Nanotek Instruments, Inc.",1,2009,99994
77981,Nerites Corporation,1,2009,99990
77987,Neuro Diagnostic Devices,1,2009,99968
78016,"Niowave, Inc.",1,2009,100000
77992,New England Rare Reagents,1,2009,143080
77994,"New England Research, Inc.",1,2009,99903
77995,New Renaissance Institute,1,2009,500000
77996,"Newton Photonics, Inc.",1,2009,477497
77999,"Nextech Materials, Ltd.",1,2009,100000
78011,"Niowave, Inc.",1,2009,750000
78024,"Northwest Research Associates, Inc.",3,2009,94994
78012,"Niowave, Inc.",1,2009,100000
78013,"Niowave, Inc.",1,2009,100000
78014,"Niowave, Inc.",1,2009,750000
78025,"Notus Laboratories, Inc.",1,2009,99999
78015,"Niowave, Inc.",1,2009,100000
78018,"Noema, Inc.",1,2009,100000
78019,"Nonlinear Ion Dynamics, Llc",1,2009,750000
78020,Noqsi Aerospace ltd,1,2009,100000
78021,Norconnect Inc,1,2009,488564
78022,Northern Technologies International Corporation,1,2009,150000
78029,"Novana, Inc.",1,2009,500000
78030,Novarials Technology,1,2009,100000
92963,Trojan Defense LLC,1,2007,149998
78036,Novawave Technologies,1,2009,100000
78041,"Novomer, Inc.",1,2009,100000
78042,"Novomer, Inc.",1,2009,100000
78043,"Novomer, Inc.",1,2009,100000
79606,Solar Technology Research Corporation,1,2009,100000
78046,"NuForm Materials, LLC",1,2009,499376
78055,"NxGen Electronics, Inc.",1,2009,90720
78069,"OG Technologies, Inc.",1,2009,150000
78070,"OG Technologies, Inc.",1,2009,100000
78085,ONDAX INC,1,2009,99789
78133,"OXAZOGEN, INC.",2,2009,100000
78151,"Omega-P, Inc.",2,2009,675000
78152,"Omega-P, Inc.",2,2009,100000
79620,Soraa,1,2009,99935
78153,"Omega-P, Inc.",2,2009,100000
78154,"Omega-P, Inc.",2,2009,100000
78155,"Omega-P, Inc.",2,2009,100000
78156,"Omega-P, Inc.",2,2009,100000
111738,"Monitor Instruments Company, LLC",1,2004,600000
78184,"Opto-knowledge Systems, Inc.",4,2009,100000
78157,"Omega-P, Inc.",2,2009,100000
78158,"Omic Biosystems, Inc.",1,2009,149996
78160,Omniprobe,1,2009,100000
78161,"Oncoscope, Inc.",1,2009,127934
78164,"Onto Technology, LLC",1,2009,150000
78170,Operational Techologies Corporation,3,2009,99990
78193,"Optra, Inc.",6,2009,749706
78228,"Orthogonal, Inc",1,2009,150000
78229,"Oshkosh Nanotechnology, LLC",1,2009,149824
80545,"WILLIAMSRDM, INC.",1,2009,100000
78242,"PAIR TECHNOLOGIES, LLC",1,2009,499844
78244,"PARABON COMPUTATION, INC.",1,2009,99037
78245,"PARABON COMPUTATION, INC.",1,2009,99890
78247,"PARADIGM OPTICS, INCORPORATED",1,2009,499970
78248,PARALLAX RESEARCH INC,2,2009,557366
78254,"PARTICLE BEAM LASERS, INC",1,2009,700000
78255,"PARTICLE BEAM LASERS, INC",1,2009,100000
78274,PHOEBUS OPTOELECTRONICS LLC,1,2009,99872
78279,PHOENIX INTERNATIONAL HOLDINGS INC,1,2009,99085
78292,"PICARRO, INC.",1,2009,99732
78293,"PICARRO, INC.",1,2009,99838
78301,"PLANT SENSORY SYSTEMS, LLC",1,2009,741412
78302,"PLANT SENSORY SYSTEMS, LLC",1,2009,516000
78304,"PLASMA TECHNOLOGY, INC.",1,2009,99984
78306,"PLASMA TECHNOLOGY, INC.",1,2009,150000
78317,POLARIS SENSOR TECHNOLOGIES INC,1,2009,748784
78323,POLARONYX INC,1,2009,99956
78335,"POOLE VENTURA, INC.",1,2009,100000
78344,PRECISION COMBUSTION INC,3,2009,749990
78354,"PRINCETON POWER SYSTEMS, INC.",1,2009,99968
78776,QUALTECH SYSTEMS INC,4,2009,599882
159144,"Technical research Associates, Inc.",6,1996,70000
78424,Performance Polymer Solutions Inc.,1,2009,515960
78375,PROGENY SYSTEMS CORPORATION,2,2009,99695
78374,PROGENY SYSTEMS CORPORATION,2,2009,99720
78389,PROPORTIONAL TECHNOLOGIES INC,1,2009,745221
142656,"DIVERSIFIED TECHNOLOGIES, INC.",2,1999,99893
78407,"Parallel Synthesis Technologies, Inc",1,2009,472326
78411,Particle Accelerator Corporation,1,2009,65000
78412,Parvulus Solutions inc.,1,2009,77715
117907,INFOLENZ CORPORATION,1,2003,100000
78413,"Pattern Insight, Inc.",1,2009,508000
78421,Peregrine Power LLC,1,2009,149947
78429,"Perpetua Power Source Technologies, Inc.",1,2009,100000
78437,"Pharad, LLC",1,2009,500000
81649,"BOSTON APPLIED TECHNOLOGIES, INCORPORATED",1,2008,99987
78654,"Plasma Processes, LLC",1,2009,100000
78442,"Pharyx, Inc.",1,2009,750000
78447,Phasiks Inc.,1,2009,500000
78448,Phds Co.,1,2009,100000
78449,Phds Co.,1,2009,750000
78577,Physical Sciences Inc.,9,2009,749935
78458,"Photodigm, Inc.",1,2009,499957
78459,"Photon Systems, Inc.",1,2009,99995
78465,"PhotonTech, LLC",1,2009,99646
78472,Phycal LLC,1,2009,100000
78474,"Physcient, Inc.",1,2009,99571
78491,Physical Optics Corporation,10,2009,99997
78528,Physical Optics Corporation,10,2009,99989
78531,Physical Optics Corporation,10,2009,99997
78548,Physical Optics Corporation,10,2009,100000
78549,Physical Optics Corporation,10,2009,100000
78551,Physical Optics Corporation,10,2009,750000
78573,Physical Sciences Inc.,9,2009,99965
78576,Physical Sciences Inc.,9,2009,99985
78587,Physical Sciences Inc.,9,2009,99997
78588,Physical Sciences Inc.,9,2009,99944
78598,Physical Sciences Inc.,9,2009,749970
78613,Physical Sciences Inc.,9,2009,99952
78751,Q-PEAK INCORPORATED,1,2009,99857
78617,Physical Sciences Inc.,9,2009,99966
78625,"Physics, Materials, and Applied Mathematics Research L.L.C.",1,2009,99998
78640,"Pixelligent Technologies, LLC",1,2009,150000
78641,"Pixelligent Technologies, LLC",1,2009,100000
160048,Axiom Technology,4,1995,745453
78655,"Plasma Processes, LLC",1,2009,750000
78660,"Plymouth Grating Laboratory, Inc.",1,2009,148336
78662,"Policell Technolpgies, Inc.",1,2009,749805
78667,Polymer Aging Concepts Inc,1,2009,99960
78668,Polymer Phases Inc.,1,2009,100000
146036,"UTRON, Inc.",4,1999,99893
78669,"Porifera, Inc.",1,2009,149941
78670,"Porifera, Inc.",1,2009,149850
78672,"Powdermet, Inc.",2,2009,100000
78673,"Powdermet, Inc.",2,2009,100000
78678,"Power Hub Ventures, LLC",1,2009,149778
78687,Precision Energy And Technology,1,2009,100000
78688,Precision Energy And Technology,1,2009,99990
78705,"Princeton Lightwave, Inc.",1,2009,99935
78713,Princeton Satellite Systems Inc,2,2009,99967
78716,"Prism Solar Technologies, Inc.",1,2009,99837
78835,Queralt LLC,1,2009,99720
78720,"ProSpect Photonics, Inc.",1,2009,487850
78721,"ProSpect Photonics, Inc.",1,2009,100000
78726,Programize Llc,1,2009,100000
78732,"Prosensing, Inc.",5,2009,750000
78734,Protelix Inc,1,2009,499825
78735,"Proteogenesis, Llc",1,2009,99658
78738,"Proton Energy Systems, Inc.",1,2009,150000
78739,"Proton Energy Systems, Inc.",1,2009,99990
78740,"Proton Energy Systems, Inc.",1,2009,99952
78745,"Pulsar Informatics, Inc.",1,2009,99993
78752,Q-PEAK INCORPORATED,1,2009,749824
78753,Q-PEAK INCORPORATED,1,2009,99935
78758,Q-PEAK INCORPORATED,1,2009,99996
78771,"QM Power, Inc.",1,2009,96567
78775,QUALTECH SYSTEMS INC,4,2009,99998
78786,QUESTEK INNOVATIONS LLC,1,2009,96350
78790,QUESTEK INNOVATIONS LLC,1,2009,99967
78793,QUESTEK INNOVATIONS LLC,1,2009,99936
78794,QUICKFLEX INC.,1,2009,100000
146706,"Applied Research Associates, Inc.",6,1998,69462
78820,Quanttera LLC,1,2009,150000
78821,Quanttera LLC,1,2009,100000
78825,"Quantum Applied Science And Research, Inc.",1,2009,99935
78829,Quantum Signal LLC,1,2009,99977
78844,R&D Dynamics Corporation,1,2009,749994
78845,R&D Dynamics Corporation,1,2009,99996
78846,"R&D Green Materials, LLC",1,2009,500000
78882,"REACTIVE INNOVATIONS, LLC",1,2009,99975
78885,"REACTIVE INNOVATIONS, LLC",1,2009,99910
78888,"REACTIVE INNOVATIONS, LLC",1,2009,99967
78892,REB Research & Consulting Co,1,2009,99992
78907,REIFER CONSULTANTS L.L.C.,3,2009,99938
78920,"RESENSYS, LLC",1,2009,99700
83066,I Technology Applications,2,2008,99999
78922,RESODYN CORPORATION,2,2009,100000
78925,RESODYN CORPORATION,2,2009,100000
78926,RESODYN CORPORATION,2,2009,150000
78928,"RESOLUTE MARINE ENERGY, INC.",1,2009,99954
78931,RETRIEVER TECHNOLOGY,1,2009,100000
78954,"RIVIS, INC",1,2009,99914
78956,"RK COMPOSITES, INC.",1,2009,99894
78961,RNET TECHNOLOGIES INC,1,2009,100000
78963,RNET TECHNOLOGIES INC,1,2009,100000
78964,RNET TECHNOLOGIES INC,1,2009,100000
78967,RNET TECHNOLOGIES INC,1,2009,750000
78968,ROADNARROWS LLC,1,2009,500000
78969,ROBOTIC TECHNOLOGIES OF TENNESSEE,1,2009,499994
78991,"Radiabeam Technologies, LLC",1,2009,100000
78992,"Radiabeam Technologies, LLC",1,2009,100000
78993,"Radiabeam Technologies, LLC",1,2009,100000
78994,"Radiabeam Technologies, LLC",1,2009,699764
78995,"Radiabeam Technologies, LLC",1,2009,150000
81677,"Bay Area Digital, LLC",1,2008,99250
78996,"Radiabeam Technologies, LLC",1,2009,100000
